x,y,z
3.610489,1.719943,0.4534222
3.597918,2.469953,0.5573358
3.620226,2.469942,0.5024719
3.570146,2.569963,0.562375
3.620569,2.569942,0.5024095
3.627909,2.619942,0.5518941
3.611886,2.419955,0.6564342
3.648734,2.401377,0.7010449
3.599398,2.469956,0.6078836
3.60201,2.469961,0.7090426
3.599621,2.469965,0.7602924
3.641219,2.319944,0.6511121
3.634221,2.369944,0.6015654
3.641732,2.469944,0.6510187
3.581123,2.569968,0.7128323
3.582588,2.619968,0.7125664
3.578098,2.619972,0.7641974
3.587675,2.669969,0.7624599
3.594867,2.519957,0.6087058
3.651219,2.619902,0.7129089
3.651316,2.669902,0.7123639
3.641903,2.519944,0.6509876
3.642075,2.569944,0.6509566
3.635249,2.669943,0.6013787
3.649586,2.669944,0.7004102
3.663121,2.419913,0.7999709
3.632849,2.41996,0.8558962
3.644988,2.419962,0.9553263
3.615523,2.469963,0.8082233
3.627148,2.469965,0.9077471
3.662896,2.369946,0.799628
3.677246,2.36994,0.8987451
3.616024,2.569969,0.9097653
3.596214,2.619969,0.811727
3.612701,2.66997,0.9103683
3.625904,2.669968,0.9587889
3.677169,2.619925,0.8921449
3.638878,2.619964,0.956435
3.647671,2.669958,0.904023
3.67918,2.669926,0.9048221
3.685299,2.624533,0.9481936
3.685258,2.619947,0.9480196
3.678261,2.669947,0.8984728
3.698054,2.169949,1.047331
3.630843,2.46997,1.008709
3.644785,2.469968,1.056996
3.64377,2.469975,1.158813
3.662064,2.419962,1.053861
3.698739,2.369949,1.047206
3.630901,2.519973,1.059515
3.638784,2.519973,1.108901
3.626195,2.569972,1.009553
3.621259,2.669973,1.010448
3.632941,2.669972,1.059145
3.637428,2.669974,1.109147
3.650017,2.669972,1.157679
3.692148,2.519909,0.9980368
3.692315,2.569911,0.997981
3.704481,2.569949,1.082014
3.692656,2.669913,0.9979034
3.692255,2.569948,0.9975663
3.692598,2.669948,0.9975042
3.670437,2.419968,1.204791
3.673038,2.419971,1.255135
3.6588,2.469976,1.257719
3.669119,2.469978,1.357479
3.720268,2.369937,1.195912
3.654313,2.569974,1.207716
3.673575,2.569977,1.35667
3.669093,2.619978,1.357484
3.657413,2.669976,1.25797
3.768371,1.769956,1.542736
3.693501,2.419973,1.403871
3.70433,2.419976,1.503539
3.678046,2.469981,1.457492
3.689342,2.469984,1.557075
