x,y,z
0.186219,2.34817,0.6551524
0.3307103,2.347937,0.7193572
1.287594,2.347263,1.525195
1.220173,2.347609,1.599048
0.3567516,1.203333,1.209956
0.4073546,1.153333,1.228686
0.4270785,1.124398,1.281241
0.497716,1.153232,1.278024
0.5000547,1.203333,1.275463
0.5009324,1.119254,1.348662
0.5351257,1.203333,1.311206
0.5424045,1.253333,1.303233
0.5715698,1.146433,1.345445
0.5533742,1.153333,1.365377
0.5575377,1.203333,1.360816
0.5261914,1.203333,1.371721
0.5552016,1.253333,1.363375
0.6084967,1.12168,1.379156
0.5871558,1.153333,1.402533
0.6252171,1.203333,1.36084
0.6281892,1.253333,1.357585
0.587871,1.253333,1.40175
0.6750994,1.153333,1.380359
0.6454237,1.120531,1.412867
0.7243257,1.153333,1.400597
0.7160612,1.15072,1.40965
0.6823506,1.118768,1.446577
0.6590467,1.153333,1.472105
0.7160612,1.202819,1.40965
0.7160612,1.204385,1.40965
0.7667559,1.153333,1.428279
0.7529881,1.130309,1.443361
0.7374653,1.153333,1.460365
0.7078779,1.153333,1.469881
0.7625395,1.203333,1.432898
0.7162971,1.203333,1.409866
0.7413868,1.203333,1.456069
0.7659377,1.253333,1.429176
0.7388583,1.253333,1.458839
0.707641,1.253333,1.469665
0.789915,1.124099,1.477072
0.8548125,1.153333,1.480143
0.8545008,1.203333,1.480484
0.8570105,1.253333,1.477735
0.8050472,1.253333,1.534656
0.8637689,1.119531,1.544493
0.8409796,1.153333,1.569456
0.8897337,1.203333,1.500495
0.840299,1.203333,1.570202
0.8749807,1.253333,1.487027
0.8890229,1.253333,1.516829
0.8637689,1.238144,1.544493
0.9519191,1.153333,1.522092
0.9344062,1.127357,1.541276
0.9168934,1.153333,1.56046
0.950218,1.203333,1.523956
0.9185945,1.203333,1.558597
0.889478,1.203333,1.567962
0.9180652,1.253333,1.559176
0.9910645,1.153333,1.553373
0.9713332,1.124067,1.574987
0.9516019,1.153333,1.596601
0.9713332,1.182599,1.574987
0.9517266,1.203333,1.557088
0.9523064,1.253333,1.557617
1.069264,1.153333,1.616033
1.045187,1.117621,1.642408
1.02111,1.153333,1.668782
1.045187,1.189045,1.642408
1.071562,1.153333,1.666485
0.3162978,1.406252,1.180109
0.3208424,1.353333,1.184258
0.4089424,1.403333,1.226947
0.3901517,1.427513,1.24753
0.4575769,1.453333,1.247833
0.4977425,1.403333,1.277995
0.5881729,1.403333,1.327258
0.5557523,1.403333,1.362772
0.5880279,1.453333,1.401578
0.6233575,1.403333,1.437038
0.6617942,1.453333,1.36011
0.6231453,1.453333,1.437271
0.6591778,1.303333,1.471961
0.7017662,1.403333,1.425309
0.7021917,1.453333,1.424843
0.6698276,1.453333,1.435145
0.73559,1.353333,1.462419
0.7080639,1.353333,1.470051
0.7737468,1.453333,1.420622
0.8044233,1.303333,1.53534
0.8579198,1.403333,1.476739
0.8037502,1.403333,1.536077
0.8588796,1.453333,1.475688
0.8905185,1.303333,1.515191
0.9080621,1.353333,1.495973
0.8679221,1.353333,1.480583
0.8868968,1.353333,1.519158
0.8509485,1.353333,1.532789
0.8724539,1.403333,1.48472
0.8880672,1.403333,1.517876
0.9064119,1.453333,1.497781
0.8637689,1.418132,1.544493
0.8400362,1.453333,1.57049
0.9494936,1.303333,1.52475
0.9193189,1.303333,1.557803
0.9344062,1.325711,1.541276
0.9090717,1.353333,1.518148
0.9181421,1.453333,1.559092
0.8897659,1.453333,1.568225
0.950933,1.303333,1.556364
0.9915826,1.453333,1.552805
0.9713332,1.423299,1.574987
0.9510839,1.453333,1.597168
1.030729,1.453333,1.584085
1.00826,1.420006,1.608697
0.985791,1.453333,1.63331
1.032873,1.453333,1.631166
0.4270785,1.481138,1.281241
0.4719336,1.503333,1.254488
0.4640055,1.484053,1.314951
0.497716,1.515451,1.278024
0.5416173,1.503333,1.304095
0.5221782,1.503333,1.325389
0.5346429,1.521821,1.311735
0.5875316,1.553333,1.327961
0.5526341,1.553333,1.328159
0.5542834,1.553333,1.364381
0.5715698,1.578972,1.345445
0.6246309,1.503333,1.361482
0.6814508,1.503333,1.373402
0.6588054,1.503333,1.472369
0.7160612,1.548496,1.40965
0.6591778,1.553333,1.471961
0.6823506,1.587703,1.446577
0.7706307,1.503333,1.424035
0.7345269,1.503333,1.463583
0.7081423,1.503333,1.470123
0.7415428,1.553333,1.455898
0.7077343,1.553333,1.46975
0.7499955,1.603333,1.440629
0.693171,1.603333,1.456455
0.6954449,1.603333,1.506394
0.738615,1.653333,1.43024
0.8045373,1.553333,1.461054
0.7767392,1.553333,1.491504
0.8055918,1.603333,1.459899
0.7704139,1.603333,1.498433
0.8580189,1.503333,1.47663
0.8047905,1.503333,1.534937
0.8268419,1.53604,1.510782
0.8043479,1.553333,1.490247
0.8493528,1.603333,1.486123
0.8268419,1.570178,1.510782
0.8044884,1.603333,1.535268
0.8432414,1.653333,1.492818
0.8092816,1.653333,1.530018
0.8793758,1.503333,1.491039
0.8727419,1.553333,1.484983
0.8377286,1.553333,1.52072
0.8399967,1.553333,1.570533
0.8974794,1.575615,1.507566
0.8919884,1.603333,1.513581
0.8885164,1.653333,1.517384
0.8429296,1.653333,1.56732
0.943391,1.553333,1.531434
0.9206804,1.553333,1.556312
0.8898091,1.553333,1.568265
0.9235603,1.603333,1.553157
0.88991,1.603333,1.568357
0.8865964,1.653333,1.565332
0.9852995,1.653333,1.559688
0.9466777,1.653333,1.552479
0.9642273,1.653333,1.582771
1.039008,1.603333,1.575016
0.9851888,1.603333,1.63397
0.9791171,1.653333,1.582093
1.033224,1.503333,1.631487
1.033533,1.603333,1.631769
0.7529881,1.662738,1.443361
0.8637689,1.684242,1.544493
0.944429,1.703333,1.550426
1.031176,1.703333,1.583596
1.00826,1.669083,1.608697
0.9851683,1.703333,1.633992
1.00826,1.737583,1.608697
1.033555,1.703333,1.631789
0.7160612,2.348502,1.40965
0.9713332,2.348209,1.574987
0.8702015,2.348728,1.685768
0.9440554,2.348688,1.753189
0.2120355,1.153333,1.145998
0.1845534,1.203333,1.127541
0.2012266,1.203333,1.157838
0.1817158,1.253333,1.12495
0.206221,1.253333,1.152367
0.2731305,1.153333,1.153234
0.2456603,1.148278,1.183325
0.2305166,1.153333,1.199914
0.2488766,1.120445,1.253963
0.2377061,1.153333,1.266199
0.2640924,1.203333,1.237295
0.3195142,1.143862,1.250746
0.2980742,1.153333,1.274232
0.2858036,1.168063,1.287673
0.2724136,1.203333,1.302341
0.2983875,1.253333,1.273889
0.3564411,1.119083,1.284457
0.3333493,1.153333,1.309752
0.3758566,1.203333,1.263189
0.3421417,1.203333,1.271403
0.3118517,1.203333,1.311453
0.3426566,1.253333,1.271873
0.4075701,1.153333,1.30261
0.4779562,1.153333,1.37383
0.4781821,1.253333,1.373583
0.6366094,1.103333,1.645003
0.9554328,1.053333,1.814886
0.9123713,1.053333,1.791966
0.2001275,1.303333,1.159042
0.2668695,1.303333,1.160092
0.2304111,1.303333,1.200029
0.2456603,1.325951,1.183325
0.2622208,1.353333,1.239346
0.2825872,1.383541,1.217036
0.2974431,1.353333,1.274923
0.3424547,1.403333,1.225617
0.3195142,1.386069,1.250746
0.373184,1.353333,1.266117
0.373849,1.403333,1.265388
0.4095041,1.353333,1.300492
0.4083322,1.453333,1.301776
0.4779395,1.403333,1.373848
0.4101573,1.703333,1.522259
0.5925182,1.753333,1.619139
0.5024148,2.203333,1.569521
0.8212381,2.153333,1.739404
0.8666857,2.103333,1.763778
-0.1605358,2.349442,0.812509
0.1782392,2.349568,1.257179
0.1814555,2.349721,1.327817
0.2553115,2.349681,1.395236
0.3628737,2.349468,1.425732
0.3291833,2.349641,1.462641
0.3660016,2.305848,1.496536
0.4367301,2.349427,1.493151
0.4570771,2.303333,1.545021
0.507365,2.349235,1.489937
0.5106049,2.349387,1.560554
0.5812188,2.349194,1.557358
0.5937649,2.303333,1.617775
0.6550822,2.349154,1.624771
0.7626371,2.348941,1.655273
0.7760146,2.303333,1.71478
0.836502,2.348901,1.722685
0.8671405,2.303333,1.763283
0.8692304,2.336837,1.764272
0.958263,2.303333,1.811784
-0.1373647,1.253336,1.232492
0.04429886,1.103333,1.329738
-0.319407,1.453333,1.134861
-0.2717149,1.403365,1.160429
-0.226632,1.35336,1.18461
-0.09084815,1.303348,1.257067
-0.09170851,1.403333,1.25624
0.1980097,1.353333,1.410631
0.3653871,2.053333,1.497139
-0.1353458,2.253333,1.22988
0.01288727,2.103333,1.309332
-0.332305,2.350154,0.9265061
-0.3659654,2.350327,0.9633895
-0.3996816,2.3505,1.000321
-0.362735,2.35048,1.034015
-0.4334329,2.350674,1.037284
-0.3258722,2.350461,1.067781
-0.3619109,2.309276,1.109082
-0.252014,2.35042,1.135198
-0.2263574,2.303333,1.181254
-0.1476704,2.350054,1.095059
-0.1798977,2.331419,1.205879
-0.1352322,2.303333,1.229757
-0.1075258,2.350187,1.199406
-0.03365859,2.350147,1.266815
0.00207302,2.325666,1.302757
0.07389277,2.349934,1.297321
0.09257993,2.303333,1.351013
0.1477621,2.349894,1.364729
0.1840403,2.317683,1.399641
0.2748286,2.303333,1.448017
-0.4569997,1.053333,1.0631
-0.3654234,1.253333,1.111105
-0.4093997,1.953333,1.085117
1.358521,1.103308,1.625459
1.352003,1.203333,1.583993
1.373915,1.253308,1.597502
1.299417,1.103315,1.73427
1.324001,1.153315,1.689138
1.349306,1.203308,1.64268
1.283418,1.203323,1.763979
1.324366,1.253312,1.688722
1.273083,1.253333,1.715052
1.273082,1.103333,1.782752
1.273222,1.253333,1.782879
1.373967,1.353309,1.597662
1.370514,1.403315,1.604146
1.367767,1.453313,1.609331
1.274792,1.453333,1.687539
1.260316,1.404164,1.703397
1.323607,1.303321,1.690246
1.276136,1.303333,1.717839
1.284707,1.303324,1.761862
1.323361,1.353324,1.690827
1.273267,1.353333,1.71522
1.284593,1.353323,1.762199
1.280375,1.45332,1.770221
1.273407,1.453333,1.783049
1.373717,1.503313,1.598505
1.260316,1.465079,1.703397
1.372518,1.553316,1.600839
1.32315,1.503327,1.6916
1.298159,1.502128,1.737605
1.323666,1.603323,1.690904
1.372798,1.653324,1.600579
1.347344,1.653333,1.647442
1.322806,1.703333,1.692743
1.347436,1.753333,1.647526
1.301548,1.903333,1.732391
1.347854,2.203333,1.647908
1.36147,2.347223,1.592596
1.327745,2.347396,1.629535
1.372531,2.303333,1.602733
1.323363,2.303333,1.693251
1.263555,2.347895,1.774014
1.155232,1.053333,1.742868
1.265144,1.053312,1.797238
1.137683,1.053333,1.911891
1.137909,1.153333,1.911643
1.248452,1.053333,1.827969
1.199327,1.099117,1.918525
1.223961,1.153333,1.873313
1.138362,1.353333,1.911147
1.199327,1.303332,1.919047
1.224193,1.403333,1.873525
1.139042,1.653333,1.910402
1.199348,1.553332,1.919649
1.248962,1.603333,1.828435
1.139268,1.753333,1.910154
1.224471,1.703333,1.873779
1.201398,1.703333,1.916256
1.139834,2.003333,1.909534
1.249287,1.953333,1.828732
1.249334,2.003333,1.828774
1.199444,2.053331,1.920749
1.200073,1.903333,1.919207
1.140174,2.153333,1.909162
1.155968,2.348109,1.74354
1.051206,2.334591,1.861139
1.094951,2.303333,1.884538
1.125474,2.348435,1.851104
1.140514,2.303333,1.90879
1.196113,2.348242,1.847886
1.162405,2.348415,1.88481
1.249612,2.303333,1.829028
1.20063,2.314796,1.919233
1.047804,1.603333,1.862024
-4.064415,1.253332,-2.549758
-3.884311,1.253333,-2.450338
-3.9291,1.353333,-2.475436
-4.01868,1.553333,-2.525633
-4.06302,1.853333,-2.551231
-3.793144,1.753333,-2.401882
-4.062875,1.953331,-2.551525
-4.017885,1.903333,-2.526503
-3.976652,2.053268,-2.504302
-3.927738,1.953333,-2.476928
-3.837593,2.003333,-2.427353
-3.974597,2.103299,-2.503354
-3.989621,2.153254,-2.511835
-3.97229,2.203331,-2.502455
-4.007463,2.203269,-2.521871
-4.011142,2.253272,-2.524088
-3.927398,2.103333,-2.477301
-3.792236,2.153333,-2.402876
-3.992737,2.303255,-2.514116
-3.92769,2.303321,-2.478209
-3.954356,2.351964,-2.44777
-3.917431,2.351944,-2.414058
-3.836912,2.303333,-2.428098
-3.846786,2.351751,-2.417281
-3.791896,2.303333,-2.403249
-4.248003,1.09037,-2.509927
-4.198346,1.153347,-2.598953
-4.156065,1.203309,-2.600163
-4.199602,1.253361,-2.596456
-4.223179,1.253347,-2.554112
-4.109732,1.103333,-2.574213
-4.27217,1.153336,-2.466373
-4.272885,1.203343,-2.464966
-4.158677,1.303265,-2.601979
-4.22275,1.303343,-2.554761
-4.199543,1.353362,-2.596316
-4.262772,1.353334,-2.482763
-4.176685,1.403333,-2.583028
-4.247558,1.403342,-2.509964
-4.157838,1.453272,-2.602076
-4.199484,1.453362,-2.596179
-4.109576,1.303328,-2.574875
-4.109575,1.403325,-2.575248
-4.223499,1.503352,-2.552928
-4.198818,1.553356,-2.597132
-4.247556,1.522823,-2.509677
-4.198719,1.603355,-2.597188
-4.109411,1.503324,-2.575531
-4.169325,1.503333,-2.576309
-4.157626,1.703267,-2.602894
-4.199038,1.70336,-2.596372
-4.246758,1.703336,-2.51067
-4.198144,1.753351,-2.597854
-4.156143,1.803286,-2.602449
-4.198128,1.803351,-2.597762
-4.222931,1.803349,-2.553218
-4.246327,1.803333,-2.511201
-4.172641,1.853333,-2.579463
-4.108438,1.75333,-2.575929
-4.108435,1.803328,-2.576113
-4.271532,1.803335,-2.465935
-4.199934,1.853333,-2.536551
-4.247058,2.003378,-2.5094
-4.109677,1.903306,-2.577173
-4.159039,1.903333,-2.566919
-4.24725,1.903343,-2.5093
-4.111418,1.953277,-2.578321
-4.15672,1.953333,-2.564801
-4.247357,1.953345,-2.508986
-4.271775,1.953339,-2.465133
-4.14429,2.003333,-2.553454
-4.190742,2.003333,-2.528158
-4.272882,2.003351,-2.463023
-4.135777,2.013526,-2.545683
-4.181875,2.053333,-2.520064
-4.221256,2.053333,-2.488314
-4.236909,2.044191,-2.434902
-4.064537,1.903307,-2.552255
-4.064157,2.00331,-2.552419
-4.066497,2.053271,-2.553898
-4.040612,2.053333,-2.501607
-4.212987,2.103333,-2.480765
-4.102875,2.103333,-2.515647
-4.228756,2.103333,-2.42746
-4.146945,2.153333,-2.488176
-4.177385,2.153333,-2.448264
-4.200039,2.203333,-2.401244
-4.045833,2.103333,-2.495888
-4.057622,2.153333,-2.482975
-4.079514,2.203333,-2.49432
-4.076555,2.253333,-2.491619
-4.129876,2.253333,-2.472594
-4.162295,2.253333,-2.434489
-4.192441,2.253333,-2.394308
-4.061924,2.296832,-2.478262
-4.099565,2.303333,-2.444923
-4.142176,2.303333,-2.416122
-4.167201,2.303333,-2.371266
-4.095598,2.35235,-2.441366
-4.129336,2.352524,-2.404415
-4.163032,2.352697,-2.367502
-4.024997,2.319141,-2.444551
-4.058707,2.320546,-2.407624
-4.126087,2.352676,-2.333807
-4.05549,2.352484,-2.336987
-3.978421,2.352597,-2.198928
-4.34745,1.053338,-2.331419
-4.323288,1.253348,-2.374325
-4.322598,1.303341,-2.375444
-4.347342,1.303339,-2.331004
-4.368224,1.353335,-2.29338
-4.347583,1.403342,-2.330329
-4.373795,1.403355,-2.283255
-4.361936,1.503338,-2.304308
-4.297337,1.553341,-2.420201
-4.321852,1.653337,-2.37593
-4.37032,1.703333,-2.288763
-4.346351,1.803333,-2.331566
-4.296946,1.90334,-2.42005
-4.368851,1.903333,-2.290916
-4.32253,1.953347,-2.373982
-4.273911,2.003333,-2.400981
-4.347724,1.953349,-2.328735
-4.371259,2.003334,-2.286346
-4.301855,2.053333,-2.358788
-4.319225,2.103333,-2.306945
-4.334825,2.129815,-2.253484
-4.298215,2.153333,-2.287765
-4.326215,2.153333,-2.245625
-4.259139,2.203333,-2.319794
-4.334071,2.203333,-2.252797
-4.261467,2.253333,-2.321919
-4.31073,2.253333,-2.231489
-4.213033,2.303333,-2.345404
-4.264806,2.303333,-2.257266
-4.196766,2.321271,-2.330554
-4.19355,2.297012,-2.259917
-4.159839,2.309207,-2.296844
-4.260971,2.304071,-2.186063
-4.12291,2.35283,-2.263134
-4.156568,2.353003,-2.226254
-4.190333,2.313792,-2.189279
-4.119695,2.352983,-2.192496
-4.187072,2.353329,-2.11868
-4.422114,1.053335,-2.19733
-4.422258,1.153337,-2.196829
-4.397217,1.253337,-2.241554
-4.471758,1.253333,-2.107686
-4.422636,1.353343,-2.195661
-4.472914,1.403346,-2.105244
-4.421813,1.603336,-2.19653
-4.396693,1.653336,-2.241523
-4.396427,1.853335,-2.241512
-4.42253,2.053348,-2.194147
-4.471518,2.053338,-2.106168
-4.376601,2.103333,-2.223921
-4.399148,2.103333,-2.176803
-4.359445,2.153333,-2.208259
-4.394355,2.153333,-2.172427
-4.439782,2.153333,-2.078494
-4.362532,2.203333,-2.211077
-4.378178,2.203333,-2.157659
-4.403776,2.203333,-2.113326
-4.330645,2.253333,-2.183902
-4.418004,2.203333,-2.058614
-4.387912,2.253333,-2.098844
-4.412808,2.253333,-2.05387
-4.470194,2.303335,-2.107938
-4.435953,2.353929,-2.142707
-4.470846,2.353333,-2.106644
-4.399025,2.353909,-2.108997
-4.469086,2.354101,-2.10525
-4.365319,2.353735,-2.14592
-4.399029,2.353909,-2.108993
-4.328392,2.271782,-2.11221
-4.362103,2.274888,-2.075283
-4.395813,2.272385,-2.038355
-4.395805,2.354062,-2.038363
-4.395813,2.354062,-2.038356
-4.325175,2.28333,-2.041571
-4.358886,2.283518,-2.004645
-4.29111,2.353693,-2.078887
-4.32517,2.353868,-2.041576
-4.257296,2.303333,-2.115007
-4.262391,2.303333,-2.036186
-4.304527,2.303333,-2.022721
-4.2201,2.353498,-2.082511
-4.254528,2.353675,-2.044796
-4.285032,2.354002,-1.937224
-4.180684,2.353635,-1.977367
-4.547044,1.053334,-1.972967
-4.572387,1.153338,-1.92721
-4.522272,1.253338,-2.016967
-4.547295,1.40334,-1.971662
-4.571722,1.403334,-1.927794
-4.546557,1.453333,-1.972867
-4.571415,1.603333,-1.927858
-4.546436,2.053337,-1.971622
-4.476843,2.103333,-2.044626
-4.539776,2.103356,-1.983462
-4.503587,2.153333,-1.994459
-4.457944,2.153333,-2.027374
-4.487655,2.153333,-1.937752
-4.534866,2.153333,-1.894492
