x,y,z
-0.2644271,2.345067,1.261724
-0.2504171,2.344833,1.419216
-0.4904236,2.34416,2.646976
-0.5877207,2.344506,2.623884
-0.6666909,1.200229,1.68014
-0.6585008,1.150229,1.733473
-0.694873,1.121294,1.77623
-0.6577706,1.150128,1.836425
-0.6543956,1.200229,1.837226
-0.7179654,1.11615,1.873527
-0.6686202,1.200229,1.885238
-0.6581159,1.250229,1.887732
-0.6808631,1.143329,1.933722
-0.7071216,1.150229,1.92749
-0.701113,1.200229,1.928916
-0.7258633,1.200229,1.906804
-0.7044845,1.250229,1.928115
-0.6924092,1.118576,1.98237
-0.7232069,1.150229,1.975061
-0.6682797,1.200229,1.988097
-0.6639905,1.250229,1.989115
-0.7221748,1.250229,1.975306
-0.6611296,1.150229,2.041183
-0.7039555,1.117428,2.031019
-0.6549262,1.150229,2.094044
-0.666853,1.147616,2.091214
-0.7155016,1.115664,2.079668
-0.7491321,1.150229,2.071686
-0.666853,1.199715,2.091214
-0.666853,1.201281,2.091214
-0.6585305,1.150229,2.144578
-0.6783993,1.127205,2.139862
-0.7008007,1.150229,2.134546
-0.7234835,1.150229,2.113298
-0.6646153,1.200229,2.143134
-0.6669268,1.200229,2.091525
-0.6951414,1.200229,2.135889
-0.6597114,1.250229,2.144298
-0.6987903,1.250229,2.135023
-0.7234094,1.250229,2.112986
-0.6899454,1.120995,2.188511
-0.6611264,1.150229,2.246739
-0.6615763,1.200229,2.246633
-0.6579546,1.250229,2.247492
-0.7329442,1.250229,2.229694
-0.7130378,1.116428,2.285808
-0.7459257,1.150229,2.278003
-0.6619674,1.200229,2.28715
-0.7469078,1.200229,2.27777
-0.6573544,1.250229,2.267714
-0.6765931,1.250229,2.294458
-0.7130378,1.23504,2.285808
-0.6506622,1.150229,2.352001
-0.6759354,1.124254,2.346003
-0.7012088,1.150229,2.340004
-0.6531171,1.200229,2.351418
-0.6987538,1.200229,2.340587
-0.7210765,1.200229,2.319678
-0.6995175,1.250229,2.340406
-0.6590069,1.150229,2.40141
-0.6874817,1.120963,2.394651
-0.7159565,1.150229,2.387893
-0.6874817,1.179495,2.394651
-0.6813511,1.200229,2.368821
-0.6815324,1.250229,2.369585
-0.6758274,1.150229,2.500195
-0.7105741,1.114517,2.491949
-0.7453206,1.150229,2.483702
-0.7105741,1.185941,2.491949
-0.7188208,1.150229,2.526695
-0.6602344,1.403148,1.630284
-0.6616554,1.350229,1.636271
-0.6562095,1.400229,1.734017
-0.6833268,1.424409,1.727581
-0.6508601,1.450229,1.786676
-0.6577324,1.400229,1.836434
-0.6569027,1.400229,1.939408
-0.7036898,1.400229,1.928304
-0.7219483,1.450229,1.975359
-0.7357997,1.400229,2.023461
-0.649885,1.450229,2.019721
-0.7361058,1.450229,2.023388
-0.7489429,1.300229,2.071731
-0.6874825,1.400229,2.086318
-0.6868684,1.450229,2.086463
-0.711586,1.450229,2.063169
-0.7035068,1.350229,2.133903
