x,y,z
-4.043059,2.29068,0.1221226
-4.043056,2.372356,0.1221126
-4.043059,2.372356,0.1221228
-3.984355,2.301625,0.08270293
-3.993997,2.301813,0.1317642
-3.974612,2.371988,0.03312498
-3.984353,2.372163,0.0826965
-3.964463,2.321628,-0.01530093
-3.927898,2.321628,0.05471116
-3.956922,2.321628,0.08809382
-3.915803,2.371793,-0.00683707
-3.925649,2.37197,0.04327041
-3.895874,2.372296,0.1510473
-3.827529,2.37193,0.06256539
-4.138368,1.071629,0.2565202
-4.136273,1.171633,0.3087852
-4.140038,1.271633,0.2060539
-4.137905,1.421635,0.2577661
-4.136008,1.421629,0.3079401
-4.137899,1.471628,0.2563536
-4.135779,1.621628,0.307727
-4.13715,2.071632,0.2573536
-4.115569,2.121628,0.1588295
-4.137604,2.121651,0.2437769
-4.112383,2.171628,0.2155913
-4.09046,2.171628,0.1637636
-4.069326,2.171628,0.2557865
-4.087219,2.171628,0.3172697
-4.087902,2.221628,0.1642666
-4.082827,2.221628,0.2162203
-4.071983,2.196705,0.2693074
-4.094885,2.221628,0.2648068
-4.062342,2.240886,0.2202459
-4.063469,2.221628,0.321937
-4.022921,2.256897,0.2789491
-4.032563,2.247326,0.3280109
-3.996819,2.271627,0.2331222
-4.142502,2.371628,0.1063572
-4.101759,2.37255,0.1615339
-4.121042,2.372896,0.2596565
-4.101762,2.37255,0.1615427
-4.111403,2.372723,0.2106045
-4.052698,2.37253,0.1711774
-4.07198,2.372876,0.2692981
-4.081621,2.373049,0.3183578
-4.081625,2.373049,0.3183692
-4.003638,2.281443,0.180826
-4.003633,2.372509,0.1808117
-4.013264,2.372683,0.2298394
-4.013422,2.372685,0.2306147
-3.971059,2.321628,0.1872283
-3.975615,2.321628,0.2882455
-3.983481,2.373009,0.33759
-3.98542,2.37301,0.3372701
-3.954577,2.372489,0.1904672
-3.97847,2.321628,0.3386407
-3.905515,2.323778,0.2001088
-3.915156,2.372643,0.2491704
-3.924798,2.372816,0.2982321
-3.856454,2.372449,0.20975
-4.135274,1.271627,0.3320696
-4.134238,1.121654,0.3641964
-4.130467,1.121639,0.4639088
-4.134213,1.171649,0.3632578
-4.132373,1.171636,0.411944
-4.13041,1.171639,0.4638678
-4.132263,1.271634,0.4117152
-4.130312,1.271636,0.4633091
-4.128458,1.071656,0.5186456
-4.128475,1.121646,0.5166107
-4.098996,1.221628,0.5187807
-4.135224,1.321627,0.3318166
-4.135075,1.471628,0.3310595
-4.132195,1.321636,0.4119596
-4.129059,1.321643,0.4948737
-4.134099,1.371632,0.3599913
-4.130003,1.437446,0.4662895
-4.13006,1.471638,0.463704
-4.12919,1.471645,0.4867038
-4.129056,1.521644,0.4886935
-4.12999,1.571631,0.4624236
-4.128635,1.671642,0.4951189
-4.127913,1.571649,0.5173616
-4.129778,1.721635,0.4633289
-4.133577,1.82163,0.3596913
-4.133527,1.871629,0.3594587
-4.129354,1.871649,0.4698244
-4.068166,1.821627,0.5248395
-4.129075,1.971648,0.4740723
-4.131274,2.021647,0.4143576
-4.102947,2.071628,0.4160916
-4.129315,2.071641,0.464596
-4.069965,2.071628,0.5183375
-4.061409,1.921627,0.5261671
-4.091625,2.121628,0.3673602
-4.097856,2.171628,0.3661357
-4.097162,2.171628,0.3974314
-4.127351,2.171629,0.5134146
-4.127299,2.221628,0.5132193
-4.127363,2.271637,0.5099455
-4.127239,2.271627,0.5132299
-4.061487,2.120603,0.4751957
-4.064844,2.171628,0.4922782
-4.071128,2.138683,0.5242572
-4.081958,2.221628,0.3692601
-4.051846,2.222817,0.4261339
-4.012425,2.118299,0.4848371
-4.054393,2.121628,0.527546
-4.040855,2.171628,0.428294
-4.017128,2.171628,0.4839128
-4.012915,2.221628,0.4873248
-4.016343,2.271627,0.3821543
-4.004853,2.271627,0.4353688
-4.000647,2.271627,0.4871517
-4.13227,2.373097,0.3167883
-4.09655,2.321628,0.3943148
-4.100908,2.30331,0.4164923
-4.131061,2.321628,0.4105664
-4.12897,2.310187,0.4662502
-4.12912,2.321628,0.4619048
-4.091262,2.373222,0.3674186
-4.100036,2.373226,0.3657015
-4.105119,2.373397,0.4156588
-4.12255,2.373742,0.5141445
-4.110549,2.373568,0.4655538
-4.074336,2.321628,0.4217141
-4.066314,2.321628,0.4997562
-4.042198,2.373202,0.3770521
-4.05184,2.373375,0.4261175
-4.061483,2.373548,0.4751831
-4.042204,2.373202,0.3770724
-4.006478,2.321628,0.4545742
-4.036926,2.321628,0.480022
-3.993136,2.373182,0.3866933
-4.002779,2.373355,0.4357608
-3.959508,2.321628,0.3933235
-3.960465,2.321628,0.4440919
-2.254529,1.221579,-0.5603106
-2.074646,1.213726,-0.5677477
-2.078467,1.371552,-0.5681062
-2.084011,1.415063,-0.5120163
-2.098048,1.621627,-0.5147749
-2.077906,1.671557,-0.5691122
-2.182134,1.797676,-0.5312993
-2.18059,1.871627,-0.5391579
-2.212629,1.871627,-0.5372922
-2.131318,1.721628,-0.5305834
-2.279276,2.07161,-0.5620684
-2.22812,2.021607,-0.5640269
-2.180622,1.921627,-0.5389948
-2.128156,1.92157,-0.5678464
-2.329299,2.171628,-0.5603207
-2.175206,2.121628,-0.5665498
-2.072457,2.121627,-0.5708126
-2.329202,2.321628,-0.560816
-2.280249,2.368254,-0.5506069
-2.226452,2.321628,-0.5650789
-2.231181,2.368233,-0.5409856
-2.13307,2.368193,-0.5216628
-2.072328,2.321628,-0.5714732
-2.117688,2.321628,-0.5695913
-2.0748,2.3526,-0.5714721
-3.100545,1.221628,-0.5252118
-3.050512,1.12161,-0.5269598
-3.050601,1.171608,-0.5271201
-3.003277,1.121628,-0.5015779
-2.997941,1.221626,-0.5294685
-2.997763,1.271627,-0.5296398
-2.950369,1.221574,-0.531442
-2.954738,1.271624,-0.5314248
-2.905862,1.071627,-0.4786885
-2.906721,1.121628,-0.4743178
-2.904941,1.171627,-0.4833761
-2.901805,1.271628,-0.4993283
-2.856339,1.071627,-0.4713951
-2.858501,1.119833,-0.460392
-2.807636,1.071627,-0.4599248
-2.806769,1.271628,-0.4643378
-2.709542,1.071627,-0.4404923
-2.660942,1.071627,-0.4285063
-2.561532,1.121627,-0.4157646
-2.609303,1.071627,-0.4114201
-2.561562,1.171627,-0.415617
-2.610949,1.271628,-0.4117436
-2.505428,1.10436,-0.4419632
-2.535971,1.071627,-0.4479655
-2.515069,1.120482,-0.3929016
-2.505428,1.240327,-0.4419632
-2.515069,1.253559,-0.3929017
-2.460361,1.121627,-0.4840631
-2.448008,1.071627,-0.4748575
-2.459648,1.171627,-0.4839229
-2.447257,1.221628,-0.4786775
-2.46401,1.221628,-0.3934281
-2.482315,1.221628,-0.3864648
-2.444376,1.271628,-0.493335
-2.459851,1.271628,-0.4839628
-2.457087,1.271628,-0.4286553
-2.399336,1.121627,-0.523027
-2.406942,1.121627,-0.4245245
-2.400876,1.171627,-0.5233295
-2.405466,1.171627,-0.4320371
-2.461462,1.171627,-0.3823669
-2.392345,1.221628,-0.4988054
-2.416948,1.221628,-0.4245754
-2.334137,1.121571,-0.5566803
-2.335623,1.22155,-0.5569462
-2.366,1.271628,-0.5164758
-2.997697,1.371627,-0.52997
-2.899343,1.321568,-0.5338864
-2.895583,1.371619,-0.5342064
-2.896758,1.471602,-0.5344852
-2.853796,1.321627,-0.4843318
-2.876429,1.371561,-0.535001
-2.851503,1.371627,-0.4960023
-2.881482,1.421564,-0.534955
