datetime,dst,rssi,src,timestamp
2025-05-27 13:47:05,d8:32:14:45:a0:71,-53.0,04:99:bb:d8:6e:2e,1748350025.9582653
2025-05-27 13:47:05,d8:32:14:45:a0:71,-49.0,04:99:bb:d8:6e:2e,1748350025.960105
2025-05-27 13:47:05,d8:32:14:45:a0:71,-49.0,04:99:bb:d8:6e:2e,1748350025.9620547
2025-05-27 13:47:05,d8:32:14:45:a0:71,-49.0,04:99:bb:d8:6e:2e,1748350025.963959
2025-05-27 13:47:06,d8:32:14:45:a0:71,-49.0,04:99:bb:d8:6e:2e,1748350026.018461
2025-05-27 13:47:06,d8:32:14:45:a0:71,-42.0,04:99:bb:d8:6e:2e,1748350026.1648996
2025-05-27 13:47:06,d8:32:14:45:a0:71,-39.0,04:99:bb:d8:6e:2e,1748350026.1667826
2025-05-27 13:47:06,d8:32:14:45:a0:71,-39.0,04:99:bb:d8:6e:2e,1748350026.167795
2025-05-27 13:47:06,d8:32:14:45:a0:71,-39.0,04:99:bb:d8:6e:2e,1748350026.168791
2025-05-27 13:47:06,d8:32:14:45:a0:71,-45.0,04:99:bb:d8:6e:2e,1748350026.3679864
2025-05-27 13:47:06,d8:32:14:45:a0:71,-48.0,04:99:bb:d8:6e:2e,1748350026.7105763
2025-05-27 13:47:06,d8:32:14:45:a0:71,-43.0,04:99:bb:d8:6e:2e,1748350026.713105
2025-05-27 13:47:06,d8:32:14:45:a0:71,-43.0,04:99:bb:d8:6e:2e,1748350026.715788
2025-05-27 13:47:06,d8:32:14:45:a0:71,-44.0,04:99:bb:d8:6e:2e,1748350026.7184443
2025-05-27 13:47:06,d8:32:14:45:a0:71,-44.0,04:99:bb:d8:6e:2e,1748350026.7723684
2025-05-27 13:47:06,d8:32:14:45:a0:71,-47.0,04:99:bb:d8:6e:2e,1748350026.878677
2025-05-27 13:47:06,d8:32:14:45:a0:71,-41.0,04:99:bb:d8:6e:2e,1748350026.8841302
2025-05-27 13:47:06,d8:32:14:45:a0:71,-42.0,04:99:bb:d8:6e:2e,1748350026.887169
2025-05-27 13:47:06,d8:32:14:45:a0:71,-42.0,04:99:bb:d8:6e:2e,1748350026.8900042
2025-05-27 13:47:06,d8:32:14:45:a0:71,-41.0,04:99:bb:d8:6e:2e,1748350026.8914833
2025-05-27 13:47:06,d8:32:14:45:a0:71,-42.0,04:99:bb:d8:6e:2e,1748350026.8952847
2025-05-27 13:47:06,d8:32:14:45:a0:71,-42.0,04:99:bb:d8:6e:2e,1748350026.9448075
2025-05-27 13:47:06,d8:32:14:45:a0:71,-43.0,04:99:bb:d8:6e:2e,1748350026.9462328
2025-05-27 13:47:06,d8:32:14:45:a0:71,-42.0,04:99:bb:d8:6e:2e,1748350026.9490216
2025-05-27 13:47:06,d8:32:14:45:a0:71,-43.0,04:99:bb:d8:6e:2e,1748350026.9517083
2025-05-27 13:47:06,d8:32:14:45:a0:71,-42.0,04:99:bb:d8:6e:2e,1748350026.953076
2025-05-27 13:47:06,d8:32:14:45:a0:71,-42.0,04:99:bb:d8:6e:2e,1748350026.9544318
2025-05-27 13:47:06,d8:32:14:45:a0:71,-41.0,04:99:bb:d8:6e:2e,1748350026.9557786
2025-05-27 13:47:06,d8:32:14:45:a0:71,-41.0,04:99:bb:d8:6e:2e,1748350026.9570298
2025-05-27 13:47:06,d8:32:14:45:a0:71,-41.0,04:99:bb:d8:6e:2e,1748350026.9676208
