x,y,z
3.688563,1.735887,2.333157
3.633786,2.485888,2.422441
3.676835,2.485888,2.381765
3.606391,2.585887,2.415503
3.677139,2.585887,2.381842
3.663284,2.635887,2.429912
3.605424,2.435887,2.518415
3.620464,2.41732,2.57429
3.614174,2.485888,2.469053
3.574607,2.485888,2.562189
3.551183,2.485888,2.607835
3.634356,2.335887,2.525743
3.648516,2.385888,2.477751
3.634813,2.485888,2.525858
3.553996,2.585887,2.556969
3.555422,2.635888,2.55733
3.529928,2.635887,2.602452
3.539347,2.685887,2.604837
3.609694,2.535887,2.467918
3.617734,2.635845,2.586099
3.618031,2.685845,2.585638
3.634964,2.535887,2.525897
3.635117,2.585887,2.525935
3.649428,2.685887,2.477981
3.621413,2.685887,2.574043
3.592532,2.435854,2.670276
3.541796,2.435887,2.708615
3.511616,2.435887,2.804129
3.54578,2.485888,2.658046
3.515092,2.485888,2.753431
3.592486,2.385887,2.669875
3.564447,2.38588,2.76602
3.5041,2.585887,2.750647
3.526706,2.635887,2.653214
3.500793,2.685887,2.749809
3.49273,2.685887,2.799345
3.56703,2.635865,2.759961
3.505529,2.635887,2.802587
3.535246,2.685887,2.758535
3.563587,2.685866,2.772326
3.551188,2.640473,2.814335
3.551224,2.635888,2.81416
3.565383,2.685887,2.766168
3.521841,2.185887,2.909876
3.476593,2.485888,2.846837
3.469259,2.485888,2.896559
3.426117,2.485887,2.98879
3.486299,2.435887,2.900874
3.522449,2.385888,2.91003
3.455563,2.535887,2.89309
3.442259,2.535887,2.941299
3.47198,2.585887,2.845669
3.467083,2.685887,2.844429
3.457523,2.685887,2.893586
3.440873,2.685887,2.940948
3.432206,2.685887,2.990332
3.536788,2.535848,2.86254
3.536947,2.585851,2.862555
3.513175,2.585887,2.944068
3.537255,2.685852,2.862617
3.537064,2.585887,2.862153
3.537368,2.685888,2.862229
3.431337,2.435887,3.041691
3.41283,2.435887,3.088582
3.398785,2.485887,3.085025
3.366812,2.485887,3.180084
3.480381,2.385873,3.054277
3.415402,2.585887,3.037654
3.371168,2.585887,3.181188
3.366736,2.635887,3.180065
3.397353,2.685887,3.084662
3.38055,1.785887,3.389878
3.36978,2.435887,3.232414
3.338308,2.435887,3.327601
3.333466,2.485888,3.274796
3.302455,2.485888,3.3701
3.410369,2.385881,3.294344
3.382367,2.385885,3.390363
3.348499,2.535887,3.227025
3.321704,2.535887,3.323396
3.354097,2.635887,3.228443
3.321743,2.635887,3.323406
3.364566,1.135887,3.437409
3.351548,1.485864,3.485966
3.367424,2.085878,3.438241
3.339667,2.185863,3.534542
3.265312,2.44536,3.515429
3.255661,2.485888,3.512984
3.237226,2.485887,3.559894
3.313781,2.41194,3.527704
3.340316,2.385876,3.534553
3.238613,2.585887,3.560246
3.268731,1.885868,3.77442
3.216209,2.434098,3.709307
3.270187,2.405383,3.775239
3.197485,2.585887,3.704565
3.499816,2.992874,2.182196
3.426162,2.99918,2.473014
3.364783,3.004436,2.715363
2.903372,3.012296,2.907975
3.253669,3.017905,3.357744
1.859692,3.026499,3.159433
2.902106,3.020316,3.320284
3.216842,3.021058,3.503153
3.663588,2.735887,2.429989
3.644592,2.996301,2.425178
3.720225,2.935887,2.238019
3.69221,2.935887,2.334081
3.692651,2.9931,2.282457
3.583847,2.7099,2.461372
3.580394,2.735888,2.460497
3.581542,2.735888,2.470469
3.548794,2.735888,2.599775
3.561635,2.785888,2.507325
3.570205,2.785887,2.515233
3.539102,2.785887,2.604775
3.585896,2.835887,2.45328
3.555828,2.835887,2.505854
3.56929,2.835887,2.518846
3.565902,2.885888,2.508406
3.53982,2.885888,2.604957
3.649298,2.701428,2.4786
3.658485,2.785828,2.448043
3.639995,2.785835,2.511447
3.649651,2.818742,2.478703
3.601107,2.835887,2.465743
3.635751,2.848418,2.526699
3.635572,2.735888,2.526051
3.607558,2.735888,2.622113
3.635725,2.785887,2.526089
3.607709,2.785887,2.622152
3.649884,2.835887,2.478096
3.635877,2.835887,2.526128
3.650036,2.885888,2.478135
3.622021,2.885888,2.574198
3.523101,2.998792,2.497566
3.510825,2.999843,2.546035
3.554056,2.935887,2.505405
3.544408,2.935887,2.554541
3.577259,2.998114,2.487575
3.550868,2.998675,2.504321
3.530167,2.999759,2.550633
3.55219,3.000261,2.586591
3.583847,2.997546,2.461372
3.547019,3.0007,2.606781
3.646033,2.935831,2.492419
3.611146,2.935845,2.612045
3.62004,2.998403,2.522117
3.650188,2.935887,2.478174
3.636301,2.985878,2.52635
3.608317,2.985888,2.622305
3.524584,2.735887,2.652677
3.517605,2.735888,2.702488
3.515107,2.785888,2.650277
3.501876,2.785888,2.698505
3.537508,2.835887,2.644337
3.514299,2.835887,2.650072
3.604169,2.73585,2.633731
3.53804,2.735888,2.707664
3.551364,2.735836,2.814798
3.555386,2.785888,2.712057
3.593716,2.826439,2.670589
3.562358,2.835887,2.662244
3.546968,2.885888,2.658346
3.551528,2.735888,2.814237
3.579694,2.785887,2.718214
3.551831,2.835887,2.814314
3.473998,3.002996,2.691444
3.526101,2.935887,2.689376
3.49909,2.935887,2.697799
3.528376,3.002301,2.680652
3.500784,3.002881,2.69786
3.47869,3.004973,2.795376
3.534744,3.00175,2.65525
3.555848,2.935888,2.712174
3.551328,3.002679,2.710665
3.583241,3.001555,2.667464
3.570986,3.002605,2.715889
3.580302,2.985888,2.718368
3.446797,2.735888,2.89087
3.439884,2.735888,2.940698
3.423855,2.735887,2.988217
3.467697,2.785887,2.844584
3.445774,2.785888,2.942189
3.424627,2.785888,2.988412
3.457199,2.885887,2.893504
3.421036,2.885888,2.987503
3.509559,2.753734,2.958344
3.41262,3.008251,2.933793
3.462599,3.006039,2.842856
3.421735,3.009207,2.987174
3.524178,2.985858,2.910815
3.372048,2.735887,3.181411
