Alpha,Mean Error,Std Deviation
0.1,1.152233732245141,0.3136516765127132
0.2,1.1455397701335803,0.3137008713500096
0.3,1.1473707111506377,0.31103273726548675
0.4,1.1539422981392615,0.3287943070063658
0.5,1.1497327748477235,0.32649146982482935
0.6,1.1592486344678896,0.32476873972487086
0.7,1.1452293874858985,0.32071566594214573
0.8,1.1513533175283728,0.32584275731537715
0.9,1.1540769258615293,0.3286954659901726
1,1.1526026104596416,0.33239513666331905
