timestamp,x,y,z
1746586830.442,-0.011896491050720215,1.5169297456741333,0.23550334572792053
1746586832.484,-0.2766021192073822,1.493362307548523,0.10055384039878845
1746586834.527,0.06170856952667236,1.499000072479248,0.051285773515701294
1746586836.566,0.20618703961372375,1.5224076509475708,0.48023512959480286
1746586838.61,-0.2569563090801239,1.4733390808105469,0.33914685249328613
1746586840.65,-0.5296155214309692,1.4826250076293945,0.15811191499233246
1746586842.678,-0.6432638168334961,1.4984335899353027,0.31320005655288696
1746586844.721,-0.5830376148223877,1.4971884489059448,0.4436260461807251
1746586846.735,-0.4276214838027954,1.4793545007705688,0.31039363145828247
1746586848.751,-0.056048035621643066,1.4748997688293457,-0.1148000955581665
1746586850.789,-0.34829869866371155,1.4907729625701904,-0.06540486216545105
1746586852.819,-0.5191776752471924,1.6055747270584106,0.18868248164653778
1746586854.861,-0.47797566652297974,1.5655949115753174,0.4492298364639282
1746586856.887,-0.13475947082042694,1.5578324794769287,0.41417601704597473
1746586858.916,-0.28094539046287537,1.5045788288116455,0.15303054451942444
1746586860.942,-0.2954759895801544,1.5237847566604614,0.03048914670944214
1746586862.984,-0.31073758006095886,1.5365712642669678,-0.004841715097427368
1746586865.026,-0.4145749509334564,1.4878097772598267,0.22310930490493774
1746586867.054,-0.4873773455619812,1.5024405717849731,0.6454570889472961
1746586869.081,-0.35955557227134705,1.4999679327011108,0.17463108897209167
1746586871.094,0.0843285322189331,1.47325599193573,-0.03739956021308899
1746586873.137,-0.21519291400909424,1.4799827337265015,-0.15637463331222534
1746586875.178,-0.3993225693702698,1.4902398586273193,0.22496387362480164
1746586877.22,-0.3078770041465759,1.4839838743209839,0.5452308654785156
1746586879.262,0.05648893117904663,1.4682707786560059,0.3357849419116974
1746586881.303,0.09702393412590027,1.4620368480682373,0.17955756187438965
1746586883.33,-0.3145799934864044,1.4778319597244263,0.22181397676467896
1746586885.373,0.06419849395751953,1.4803375005722046,0.1650983691215515
1746586887.386,-0.3155672550201416,1.4737341403961182,-0.08964580297470093
1746586889.414,-0.44618016481399536,1.4716572761535645,0.32680121064186096
1746586891.455,-0.15924763679504395,1.4767471551895142,0.42980945110321045
1746586893.497,-0.3061831593513489,1.4855926036834717,0.11351147294044495
1746586895.526,-0.008728593587875366,1.5019856691360474,-0.25993937253952026
1746586897.553,-0.48514366149902344,1.5013937950134277,-0.07769981026649475
1746586899.594,-0.6378464698791504,1.5009946823120117,0.17771798372268677
1746586901.622,-0.3555876612663269,1.556002140045166,0.4379376769065857
1746586903.649,-0.3418252766132355,1.573693871498108,0.1996743232011795
1746586905.678,-0.25059595704078674,1.5647361278533936,0.33463728427886963
1746586907.718,-0.5516462326049805,1.4531522989273071,0.40892332792282104
1746586909.914,-0.30186060070991516,1.4575841426849365,0.3084782361984253
1746586911.941,0.020554274320602417,1.4447011947631836,-0.20473912358283997
1746586914.011,-0.2938506007194519,1.4665952920913696,-0.015542536973953247
1746586916.052,-0.26341885328292847,1.4647718667984009,0.17608137428760529
1746586918.094,-0.42057427763938904,1.493474006652832,0.18011829257011414
1746586920.136,-0.3923303186893463,1.498564600944519,0.18871955573558807
1746586922.164,-0.15521469712257385,1.4759407043457031,0.0847255289554596
1746586924.205,-0.015805035829544067,1.5105783939361572,0.1608576774597168
1746586926.246,0.016872525215148926,1.4698081016540527,0.24924121797084808
1746586928.275,-0.5217047929763794,1.4520663022994995,0.23061156272888184
1746586930.315,-0.5541872978210449,1.4636484384536743,0.4639661908149719
1746586932.358,-0.17986121773719788,1.4877201318740845,0.2932482361793518
1746586934.4,0.18039456009864807,1.4822367429733276,0.09803184866905212
1746586936.428,0.038129717111587524,1.4697816371917725,0.09829860925674438
1746586938.47,-0.23856106400489807,1.482295036315918,0.24789279699325562
1746586940.498,-0.4190512001514435,1.473551869392395,0.15527907013893127
1746586942.538,-0.44067394733428955,1.5815598964691162,0.5265330076217651
1746586944.58,-0.43596500158309937,1.5783090591430664,0.5304018259048462
1746586946.622,-0.27001646161079407,1.5474120378494263,0.14372169971466064
1746586948.65,-0.13324949145317078,1.564655065536499,0.3982297480106354
1746586950.69,-0.07956379652023315,1.5695337057113647,0.27568498253822327
1746586952.718,-0.47859910130500793,1.5361436605453491,0.18798023462295532
1746586954.773,-0.4613707661628723,1.5541945695877075,0.12048801779747009
